Home_club,Away_club,Stadium,Tournament,Match_date,Match_time,Match fixed,Ticket only discount,Cat 1 quantitiy,Cat 1 price,Cat 2 quantity,Cat 2 price,Cat 3 quantity,Cat 3 price,Cat 4 quantity,Cat 4 price,Hotel price,Package,Description_English,available_before_days,id
Luton Town FC,Stoke City,Kenilworth Road,Championship,4-2-2023,15:00,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Stoke City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,766
Luton Town FC,Burnley,Kenilworth Road,Championship,18-2-2023,15:00,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Burnley at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,767
Luton Town FC,Swansea City,Kenilworth Road,Championship,4-3-2023,15:00,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Swansea City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,768
Luton Town FC,Bristol City,Kenilworth Road,Championship,15-3-2023,19:45,0,0,8,120,8,95,,,,,,0,"We offer tickets Luton Town FC vs. Bristol City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,769
Luton Town FC,Watford,Kenilworth Road,Championship,1-4-2023,15:00,0,0,8,145,8,115,,,,,,0,"We offer tickets Luton Town FC vs. Watford at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,770
Luton Town FC,Blackpool,Kenilworth Road,Championship,10-4-2023,15:00,0,0,8,145,8,115,,,,,,0,"We offer tickets Luton Town FC vs. Blackpool at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,771
Luton Town FC,Middlesbrough,Kenilworth Road,Championship,22-4-2023,15:00,0,0,8,155,8,125,,,,,,0,"We offer tickets Luton Town FC vs. Middlesbrough at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,772
Luton Town FC,Hull City,Kenilworth Road,Championship,6-5-2023,15:00,0,0,8,195,8,155,,,,,,0,"We offer tickets Luton Town FC vs. Hull City at Kenilworth Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,773
Millwall,Stoke City,The Den,Championship,30-7-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Stoke City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,774
Millwall,Coventry City,The Den,Championship,13-8-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Coventry City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,775
Millwall,Reading,The Den,Championship,27-8-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Reading at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,776
Millwall,Cardiff City,The Den,Championship,3-9-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Cardiff City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,777
Millwall,Queens Park Rangers,The Den,Championship,14-9-2022,19:45,1,0,8,155,8,125,,,,,,0,"We offer tickets Millwall vs. Queens Park Rangers at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,778
Millwall,Blackpool,The Den,Championship,17-9-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Blackpool at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,779
Millwall,Middlesbrough,The Den,Championship,8-10-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Middlesbrough at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,780
Millwall,Watford,The Den,Championship,19-10-2022,20:00,1,0,8,155,8,125,,,,,,0,"We offer tickets Millwall vs. Watford at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,781
Millwall,West Bromwich Albion,The Den,Championship,22-10-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. West Bromwich Albion at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",3,782
Millwall,Hull City,The Den,Championship,5-11-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Hull City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,783
Millwall,Wigan Athletic,The Den,Championship,10-12-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Wigan Athletic at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,784
Millwall,Bristol City,The Den,Championship,29-12-2022,19:45,1,0,12,95,12,75,,,,,,0,"We offer tickets Millwall vs. Bristol City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,785
Millwall,Rotherham United,The Den,Championship,1-1-2023,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Rotherham United at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,786
Millwall,Burnley,The Den,Championship,28-1-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Burnley at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,787
Millwall,Sunderland AFC,The Den,Championship,4-2-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Sunderland AFC at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,788
Millwall,Sheffield United,The Den,Championship,18-2-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Sheffield United at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,789
Millwall,Norwich City,The Den,Championship,4-3-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Norwich City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,790
Millwall,Swansea City,The Den,Championship,14-3-2023,19:45,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Swansea City at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,791
Millwall,Huddersfield Town,The Den,Championship,18-3-2023,15:00,0,0,8,95,8,75,,,,,,0,"We offer tickets Millwall vs. Huddersfield Town at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,792
Millwall,Luton Town FC,The Den,Championship,7-4-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Millwall vs. Luton Town FC at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,793
Millwall,Preston North End,The Den,Championship,15-4-2023,15:00,0,0,8,115,8,95,,,,,,0,"We offer tickets Millwall vs. Preston North End at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,794
Millwall,Birmingham,The Den,Championship,18-4-2023,19:45,0,0,8,155,8,125,,,,,,0,"We offer tickets Millwall vs. Birmingham at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,795
Millwall,Blackburn Rovers,The Den,Championship,6-5-2023,15:00,0,0,8,195,8,165,,,,,,0,"We offer tickets Millwall vs. Blackburn Rovers at The Den. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,796
Queens Park Rangers,Middlesbrough,Loftus Road,Championship,6-8-2022,15:00,1,0,8,95,8,75,,,,,,0,"We offer tickets Queens Park Rangers vs. Middlesbrough at Loftus Road. Various blocks are availabe with seats located on the short-side and long-side of the stadium. Seating is guaranteed in pairs, for larger groups, reach out to our staff to confirm. Tickets will be sent out as e-tickets or mobile tickets, latest 5 days before the game.",1,797
